flight_id;flight_no;scheduled_departure;scheduled_arrival;departure_airport;arrival_airport;status;aircraft_code;actual_departure;actual_arrival
207;PG0404;03.08.2017 16:05:00;03.08.2017 17:00:00;DME;LED;Arrived;321;03.08.2017 16:10:00;03.08.2017 17:04:00
208;PG0405;03.08.2017 6:35:00;03.08.2017 7:30:00;DME;LED;Arrived;321;03.08.2017 6:37:00;03.08.2017 7:31:00
209;PG0405;25.07.2017 6:35:00;25.07.2017 7:30:00;DME;LED;Arrived;321;25.07.2017 6:43:00;25.07.2017 7:38:00
210;PG0405;21.07.2017 6:35:00;21.07.2017 7:30:00;DME;LED;Arrived;321;21.07.2017 6:39:00;21.07.2017 7:35:00
211;PG0404;21.07.2017 16:05:00;21.07.2017 17:00:00;DME;LED;Arrived;321;21.07.2017 16:07:00;21.07.2017 17:01:00
212;PG0403;21.07.2017 8:25:00;21.07.2017 9:20:00;DME;LED;Arrived;321;21.07.2017 8:28:00;21.07.2017 9:23:00
213;PG0402;21.07.2017 9:25:00;21.07.2017 10:20:00;DME;LED;Arrived;321;21.07.2017 9:29:00;21.07.2017 10:24:00
214;PG0404;25.07.2017 16:05:00;25.07.2017 17:00:00;DME;LED;Arrived;321;25.07.2017 16:10:00;25.07.2017 17:05:00
215;PG0405;26.08.2017 6:35:00;26.08.2017 7:30:00;DME;LED;Scheduled;321;;
216;PG0404;26.08.2017 16:05:00;26.08.2017 17:00:00;DME;LED;Scheduled;321;;
217;PG0403;26.08.2017 8:25:00;26.08.2017 9:20:00;DME;LED;Scheduled;321;;
218;PG0402;26.08.2017 9:25:00;26.08.2017 10:20:00;DME;LED;Scheduled;321;;
219;PG0403;25.07.2017 8:25:00;25.07.2017 9:20:00;DME;LED;Arrived;321;25.07.2017 8:29:00;25.07.2017 9:24:00
220;PG0402;25.07.2017 9:25:00;25.07.2017 10:20:00;DME;LED;Arrived;321;25.07.2017 9:28:00;25.07.2017 10:23:00
221;PG0402;04.08.2017 9:25:00;04.08.2017 10:20:00;DME;LED;Arrived;321;04.08.2017 9:29:00;04.08.2017 10:24:00
222;PG0403;04.08.2017 8:25:00;04.08.2017 9:20:00;DME;LED;Arrived;321;04.08.2017 8:29:00;04.08.2017 9:24:00
223;PG0404;04.08.2017 16:05:00;04.08.2017 17:00:00;DME;LED;Arrived;321;04.08.2017 16:06:00;04.08.2017 17:02:00
224;PG0405;04.08.2017 6:35:00;04.08.2017 7:30:00;DME;LED;Arrived;321;04.08.2017 6:37:00;04.08.2017 7:32:00
225;PG0402;12.09.2017 9:25:00;12.09.2017 10:20:00;DME;LED;Scheduled;321;;
226;PG0403;12.09.2017 8:25:00;12.09.2017 9:20:00;DME;LED;Scheduled;321;;
227;PG0404;12.09.2017 16:05:00;12.09.2017 17:00:00;DME;LED;Scheduled;321;;
228;PG0405;12.09.2017 6:35:00;12.09.2017 7:30:00;DME;LED;Scheduled;321;;
229;PG0405;26.07.2017 6:35:00;26.07.2017 7:30:00;DME;LED;Arrived;321;26.07.2017 6:35:00;26.07.2017 7:31:00
230;PG0402;29.08.2017 9:25:00;29.08.2017 10:20:00;DME;LED;Scheduled;321;;
231;PG0403;29.08.2017 8:25:00;29.08.2017 9:20:00;DME;LED;Scheduled;321;;
232;PG0404;29.08.2017 16:05:00;29.08.2017 17:00:00;DME;LED;Scheduled;321;;
233;PG0405;29.08.2017 6:35:00;29.08.2017 7:30:00;DME;LED;Scheduled;321;;
234;PG0403;09.09.2017 8:25:00;09.09.2017 9:20:00;DME;LED;Scheduled;321;;
235;PG0405;04.09.2017 6:35:00;04.09.2017 7:30:00;DME;LED;Scheduled;321;;
236;PG0404;04.09.2017 16:05:00;04.09.2017 17:00:00;DME;LED;Scheduled;321;;
237;PG0403;04.09.2017 8:25:00;04.09.2017 9:20:00;DME;LED;Scheduled;321;;
238;PG0402;04.09.2017 9:25:00;04.09.2017 10:20:00;DME;LED;Scheduled;321;;
239;PG0405;20.07.2017 6:35:00;20.07.2017 7:30:00;DME;LED;Arrived;321;20.07.2017 6:38:00;20.07.2017 7:33:00
240;PG0404;20.07.2017 16:05:00;20.07.2017 17:00:00;DME;LED;Arrived;321;20.07.2017 16:10:00;20.07.2017 17:06:00
241;PG0403;20.07.2017 8:25:00;20.07.2017 9:20:00;DME;LED;Arrived;321;20.07.2017 8:25:00;20.07.2017 9:20:00
242;PG0402;20.07.2017 9:25:00;20.07.2017 10:20:00;DME;LED;Arrived;321;20.07.2017 9:26:00;20.07.2017 10:20:00
243;PG0402;05.08.2017 9:25:00;05.08.2017 10:20:00;DME;LED;Arrived;321;05.08.2017 9:26:00;05.08.2017 10:20:00
244;PG0403;05.08.2017 8:25:00;05.08.2017 9:20:00;DME;LED;Arrived;321;05.08.2017 8:33:00;05.08.2017 9:28:00
245;PG0222;18.07.2017 8:05:00;18.07.2017 11:30:00;DME;OVB;Arrived;773;18.07.2017 8:06:00;18.07.2017 11:32:00
246;PG0222;05.09.2017 8:05:00;05.09.2017 11:30:00;DME;OVB;Scheduled;773;;
247;PG0222;07.08.2017 8:05:00;07.08.2017 11:30:00;DME;OVB;Arrived;773;07.08.2017 8:09:00;07.08.2017 11:35:00
248;PG0222;08.09.2017 8:05:00;08.09.2017 11:30:00;DME;OVB;Scheduled;773;;
249;PG0222;13.08.2017 8:05:00;13.08.2017 11:30:00;DME;OVB;Arrived;773;13.08.2017 8:06:00;13.08.2017 11:32:00
250;PG0222;02.08.2017 8:05:00;02.08.2017 11:30:00;DME;OVB;Arrived;773;02.08.2017 8:09:00;02.08.2017 11:36:00
251;PG0222;19.07.2017 8:05:00;19.07.2017 11:30:00;DME;OVB;Arrived;773;19.07.2017 8:08:00;19.07.2017 11:32:00
252;PG0222;04.09.2017 8:05:00;04.09.2017 11:30:00;DME;OVB;Scheduled;773;;
253;PG0222;13.09.2017 8:05:00;13.09.2017 11:30:00;DME;OVB;Scheduled;773;;
254;PG0222;12.09.2017 8:05:00;12.09.2017 11:30:00;DME;OVB;Scheduled;773;;
255;PG0222;20.07.2017 8:05:00;20.07.2017 11:30:00;DME;OVB;Arrived;773;20.07.2017 8:11:00;20.07.2017 11:34:00
256;PG0222;27.08.2017 8:05:00;27.08.2017 11:30:00;DME;OVB;Scheduled;773;;
257;PG0222;11.09.2017 8:05:00;11.09.2017 11:30:00;DME;OVB;Scheduled;773;;
258;PG0222;23.07.2017 8:05:00;23.07.2017 11:30:00;DME;OVB;Arrived;773;23.07.2017 8:09:00;23.07.2017 11:36:00
259;PG0222;29.07.2017 8:05:00;29.07.2017 11:30:00;DME;OVB;Arrived;773;29.07.2017 8:08:00;29.07.2017 11:37:00
260;PG0222;17.08.2017 8:05:00;17.08.2017 11:30:00;DME;OVB;Scheduled;773;;
261;PG0222;24.08.2017 8:05:00;24.08.2017 11:30:00;DME;OVB;Scheduled;773;;
262;PG0222;14.09.2017 8:05:00;14.09.2017 11:30:00;DME;OVB;Scheduled;773;;
263;PG0222;02.09.2017 8:05:00;02.09.2017 11:30:00;DME;OVB;Scheduled;773;;
264;PG0222;03.09.2017 8:05:00;03.09.2017 11:30:00;DME;OVB;Scheduled;773;;
265;PG0222;28.07.2017 8:05:00;28.07.2017 11:30:00;DME;OVB;Arrived;773;28.07.2017 11:40:00;28.07.2017 15:02:00
266;PG0222;22.07.2017 8:05:00;22.07.2017 11:30:00;DME;OVB;Arrived;773;22.07.2017 8:05:00;22.07.2017 11:30:00
267;PG0222;20.08.2017 8:05:00;20.08.2017 11:30:00;DME;OVB;Scheduled;773;;
268;PG0222;05.08.2017 8:05:00;05.08.2017 11:30:00;DME;OVB;Arrived;773;05.08.2017 8:06:00;05.08.2017 11:30:00
269;PG0222;25.08.2017 8:05:00;25.08.2017 11:30:00;DME;OVB;Scheduled;773;;
270;PG0222;22.08.2017 8:05:00;22.08.2017 11:30:00;DME;OVB;Scheduled;773;;
271;PG0222;10.08.2017 8:05:00;10.08.2017 11:30:00;DME;OVB;Arrived;773;10.08.2017 11:09:00;10.08.2017 14:34:00
272;PG0222;26.07.2017 8:05:00;26.07.2017 11:30:00;DME;OVB;Arrived;773;26.07.2017 8:10:00;26.07.2017 11:36:00
273;PG0222;01.08.2017 8:05:00;01.08.2017 11:30:00;DME;OVB;Arrived;773;01.08.2017 8:10:00;01.08.2017 11:37:00
274;PG0222;28.08.2017 8:05:00;28.08.2017 11:30:00;DME;OVB;Scheduled;773;;
275;PG0222;03.08.2017 8:05:00;03.08.2017 11:30:00;DME;OVB;Arrived;773;03.08.2017 8:07:00;03.08.2017 11:29:00
276;PG0222;08.08.2017 8:05:00;08.08.2017 11:30:00;DME;OVB;Arrived;773;08.08.2017 8:12:00;08.08.2017 11:36:00
277;PG0222;16.07.2017 8:05:00;16.07.2017 11:30:00;DME;OVB;Arrived;773;16.07.2017 8:06:00;16.07.2017 11:31:00
278;PG0222;21.07.2017 8:05:00;21.07.2017 11:30:00;DME;OVB;Arrived;773;21.07.2017 8:07:00;21.07.2017 11:30:00
279;PG0222;24.07.2017 8:05:00;24.07.2017 11:30:00;DME;OVB;Arrived;773;24.07.2017 8:05:00;24.07.2017 11:31:00
280;PG0222;09.09.2017 8:05:00;09.09.2017 11:30:00;DME;OVB;Scheduled;773;;
281;PG0222;15.08.2017 8:05:00;15.08.2017 11:30:00;DME;OVB;Arrived;773;15.08.2017 8:08:00;15.08.2017 11:34:00
282;PG0222;30.07.2017 8:05:00;30.07.2017 11:30:00;DME;OVB;Arrived;773;30.07.2017 8:07:00;30.07.2017 11:29:00
283;PG0222;19.08.2017 8:05:00;19.08.2017 11:30:00;DME;OVB;Scheduled;773;;
284;PG0222;21.08.2017 8:05:00;21.08.2017 11:30:00;DME;OVB;Scheduled;773;;
285;PG0222;31.08.2017 8:05:00;31.08.2017 11:30:00;DME;OVB;Scheduled;773;;
286;PG0222;04.08.2017 8:05:00;04.08.2017 11:30:00;DME;OVB;Arrived;773;04.08.2017 8:08:00;04.08.2017 11:31:00
287;PG0222;30.08.2017 8:05:00;30.08.2017 11:30:00;DME;OVB;Scheduled;773;;
288;PG0222;17.07.2017 8:05:00;17.07.2017 11:30:00;DME;OVB;Arrived;773;17.07.2017 8:10:00;17.07.2017 11:36:00
289;PG0222;12.08.2017 8:05:00;12.08.2017 11:30:00;DME;OVB;Arrived;773;12.08.2017 8:08:00;12.08.2017 11:36:00
290;PG0222;23.08.2017 8:05:00;23.08.2017 11:30:00;DME;OVB;Scheduled;773;;
291;PG0222;10.09.2017 8:05:00;10.09.2017 11:30:00;DME;OVB;Scheduled;773;;
292;PG0222;11.08.2017 8:05:00;11.08.2017 11:30:00;DME;OVB;Arrived;773;11.08.2017 8:05:00;11.08.2017 11:26:00
293;PG0222;29.08.2017 8:05:00;29.08.2017 11:30:00;DME;OVB;Scheduled;773;;
294;PG0222;18.08.2017 8:05:00;18.08.2017 11:30:00;DME;OVB;Scheduled;773;;
295;PG0222;25.07.2017 8:05:00;25.07.2017 11:30:00;DME;OVB;Arrived;773;25.07.2017 8:10:00;25.07.2017 11:36:00
296;PG0222;06.09.2017 8:05:00;06.09.2017 11:30:00;DME;OVB;Scheduled;773;;
297;PG0222;14.08.2017 8:05:00;14.08.2017 11:30:00;DME;OVB;Arrived;773;14.08.2017 8:09:00;14.08.2017 11:37:00
298;PG0222;06.08.2017 8:05:00;06.08.2017 11:30:00;DME;OVB;Arrived;773;06.08.2017 8:08:00;06.08.2017 11:35:00
299;PG0222;07.09.2017 8:05:00;07.09.2017 11:30:00;DME;OVB;Scheduled;773;;
300;PG0222;26.08.2017 8:05:00;26.08.2017 11:30:00;DME;OVB;Scheduled;773;;
301;PG0222;09.08.2017 8:05:00;09.08.2017 11:30:00;DME;OVB;Arrived;773;09.08.2017 8:08:00;09.08.2017 11:31:00
302;PG0222;27.07.2017 8:05:00;27.07.2017 11:30:00;DME;OVB;Arrived;773;27.07.2017 8:07:00;27.07.2017 11:34:00
303;PG0222;01.09.2017 8:05:00;01.09.2017 11:30:00;DME;OVB;Scheduled;773;;
304;PG0222;16.08.2017 8:05:00;16.08.2017 11:30:00;DME;OVB;On Time;773;;
305;PG0222;31.07.2017 8:05:00;31.07.2017 11:30:00;DME;OVB;Arrived;773;31.07.2017 8:10:00;31.07.2017 11:36:00
306;PG0202;12.08.2017 7:40:00;12.08.2017 8:35:00;DME;KZN;Arrived;321;12.08.2017 7:43:00;12.08.2017 8:37:00
307;PG0202;26.07.2017 7:40:00;26.07.2017 8:35:00;DME;KZN;Arrived;321;26.07.2017 7:41:00;26.07.2017 8:36:00
308;PG0202;27.07.2017 7:40:00;27.07.2017 8:35:00;DME;KZN;Arrived;321;27.07.2017 7:43:00;27.07.2017 8:38:00
309;PG0202;09.09.2017 7:40:00;09.09.2017 8:35:00;DME;KZN;Scheduled;321;;
310;PG0202;21.08.2017 7:40:00;21.08.2017 8:35:00;DME;KZN;Scheduled;321;;
311;PG0202;20.08.2017 7:40:00;20.08.2017 8:35:00;DME;KZN;Scheduled;321;;
312;PG0202;28.07.2017 7:40:00;28.07.2017 8:35:00;DME;KZN;Arrived;321;28.07.2017 7:46:00;28.07.2017 8:40:00
313;PG0202;13.08.2017 7:40:00;13.08.2017 8:35:00;DME;KZN;Arrived;321;13.08.2017 7:43:00;13.08.2017 8:38:00
314;PG0202;10.09.2017 7:40:00;10.09.2017 8:35:00;DME;KZN;Scheduled;321;;
315;PG0202;25.07.2017 7:40:00;25.07.2017 8:35:00;DME;KZN;Arrived;321;25.07.2017 7:42:00;25.07.2017 8:37:00
316;PG0202;08.09.2017 7:40:00;08.09.2017 8:35:00;DME;KZN;Scheduled;321;;
317;PG0202;29.07.2017 7:40:00;29.07.2017 8:35:00;DME;KZN;Arrived;321;29.07.2017 7:42:00;29.07.2017 8:38:00
318;PG0202;28.08.2017 7:40:00;28.08.2017 8:35:00;DME;KZN;Scheduled;321;;
319;PG0202;27.08.2017 7:40:00;27.08.2017 8:35:00;DME;KZN;Scheduled;321;;
320;PG0202;24.07.2017 7:40:00;24.07.2017 8:35:00;DME;KZN;Arrived;321;24.07.2017 7:43:00;24.07.2017 8:38:00
321;PG0202;30.07.2017 7:40:00;30.07.2017 8:35:00;DME;KZN;Arrived;321;30.07.2017 7:41:00;30.07.2017 8:36:00
322;PG0202;19.08.2017 7:40:00;19.08.2017 8:35:00;DME;KZN;Scheduled;321;;
323;PG0202;07.09.2017 7:40:00;07.09.2017 8:35:00;DME;KZN;Scheduled;321;;
324;PG0202;31.07.2017 7:40:00;31.07.2017 8:35:00;DME;KZN;Arrived;321;31.07.2017 11:25:00;31.07.2017 12:20:00
325;PG0202;11.09.2017 7:40:00;11.09.2017 8:35:00;DME;KZN;Scheduled;321;;
326;PG0202;23.07.2017 7:40:00;23.07.2017 8:35:00;DME;KZN;Arrived;321;23.07.2017 7:42:00;23.07.2017 8:37:00
327;PG0202;22.08.2017 7:40:00;22.08.2017 8:35:00;DME;KZN;Scheduled;321;;
328;PG0202;01.08.2017 7:40:00;01.08.2017 8:35:00;DME;KZN;Arrived;321;01.08.2017 7:43:00;01.08.2017 8:38:00
329;PG0202;18.08.2017 7:40:00;18.08.2017 8:35:00;DME;KZN;Scheduled;321;;
330;PG0202;06.09.2017 7:40:00;06.09.2017 8:35:00;DME;KZN;Scheduled;321;;
331;PG0202;16.07.2017 7:40:00;16.07.2017 8:35:00;DME;KZN;Arrived;321;16.07.2017 10:37:00;16.07.2017 11:32:00
332;PG0202;02.08.2017 7:40:00;02.08.2017 8:35:00;DME;KZN;Arrived;321;02.08.2017 7:43:00;02.08.2017 8:38:00
333;PG0202;22.07.2017 7:40:00;22.07.2017 8:35:00;DME;KZN;Arrived;321;22.07.2017 10:57:00;22.07.2017 11:51:00
334;PG0202;29.08.2017 7:40:00;29.08.2017 8:35:00;DME;KZN;Scheduled;321;;
335;PG0202;03.08.2017 7:40:00;03.08.2017 8:35:00;DME;KZN;Arrived;321;03.08.2017 7:41:00;03.08.2017 8:36:00
336;PG0202;12.09.2017 7:40:00;12.09.2017 8:35:00;DME;KZN;Scheduled;321;;
337;PG0202;05.09.2017 7:40:00;05.09.2017 8:35:00;DME;KZN;Scheduled;321;;
338;PG0202;17.08.2017 7:40:00;17.08.2017 8:35:00;DME;KZN;Scheduled;321;;
339;PG0202;04.08.2017 7:40:00;04.08.2017 8:35:00;DME;KZN;Arrived;321;04.08.2017 7:43:00;04.08.2017 8:37:00
340;PG0202;21.07.2017 7:40:00;21.07.2017 8:35:00;DME;KZN;Arrived;321;21.07.2017 7:44:00;21.07.2017 8:40:00
341;PG0202;23.08.2017 7:40:00;23.08.2017 8:35:00;DME;KZN;Scheduled;321;;
342;PG0202;05.08.2017 7:40:00;05.08.2017 8:35:00;DME;KZN;Arrived;321;05.08.2017 7:43:00;05.08.2017 8:37:00
343;PG0202;04.09.2017 7:40:00;04.09.2017 8:35:00;DME;KZN;Scheduled;321;;
344;PG0202;20.07.2017 7:40:00;20.07.2017 8:35:00;DME;KZN;Arrived;321;20.07.2017 7:42:00;20.07.2017 8:37:00
345;PG0202;25.08.2017 7:40:00;25.08.2017 8:35:00;DME;KZN;Scheduled;321;;
346;PG0202;06.08.2017 7:40:00;06.08.2017 8:35:00;DME;KZN;Arrived;321;06.08.2017 10:31:00;06.08.2017 11:26:00
347;PG0202;31.08.2017 7:40:00;31.08.2017 8:35:00;DME;KZN;Scheduled;321;;
348;PG0202;26.08.2017 7:40:00;26.08.2017 8:35:00;DME;KZN;Scheduled;321;;
349;PG0202;16.08.2017 7:40:00;16.08.2017 8:35:00;DME;KZN;On Time;321;;
350;PG0202;13.09.2017 7:40:00;13.09.2017 8:35:00;DME;KZN;Scheduled;321;;
351;PG0202;07.08.2017 7:40:00;07.08.2017 8:35:00;DME;KZN;Arrived;321;07.08.2017 7:45:00;07.08.2017 8:38:00
352;PG0202;19.07.2017 7:40:00;19.07.2017 8:35:00;DME;KZN;Arrived;321;19.07.2017 7:43:00;19.07.2017 8:39:00
353;PG0202;30.08.2017 7:40:00;30.08.2017 8:35:00;DME;KZN;Scheduled;321;;
354;PG0202;03.09.2017 7:40:00;03.09.2017 8:35:00;DME;KZN;Scheduled;321;;
355;PG0202;08.08.2017 7:40:00;08.08.2017 8:35:00;DME;KZN;Arrived;321;08.08.2017 7:43:00;08.08.2017 8:38:00
356;PG0202;15.08.2017 7:40:00;15.08.2017 8:35:00;DME;KZN;Arrived;321;15.08.2017 7:44:00;15.08.2017 8:39:00
357;PG0202;09.08.2017 7:40:00;09.08.2017 8:35:00;DME;KZN;Arrived;321;09.08.2017 7:43:00;09.08.2017 8:38:00
358;PG0202;18.07.2017 7:40:00;18.07.2017 8:35:00;DME;KZN;Arrived;321;18.07.2017 7:43:00;18.07.2017 8:39:00
359;PG0202;24.08.2017 7:40:00;24.08.2017 8:35:00;DME;KZN;Scheduled;321;;
360;PG0202;14.09.2017 7:40:00;14.09.2017 8:35:00;DME;KZN;Scheduled;321;;
361;PG0202;02.09.2017 7:40:00;02.09.2017 8:35:00;DME;KZN;Scheduled;321;;
362;PG0202;10.08.2017 7:40:00;10.08.2017 8:35:00;DME;KZN;Arrived;321;10.08.2017 7:41:00;10.08.2017 8:36:00
363;PG0202;17.07.2017 7:40:00;17.07.2017 8:35:00;DME;KZN;Arrived;321;17.07.2017 7:40:00;17.07.2017 8:35:00
364;PG0202;11.08.2017 7:40:00;11.08.2017 8:35:00;DME;KZN;Arrived;321;11.08.2017 7:44:00;11.08.2017 8:39:00
365;PG0202;14.08.2017 7:40:00;14.08.2017 8:35:00;DME;KZN;Arrived;321;14.08.2017 7:44:00;14.08.2017 8:39:00
366;PG0202;01.09.2017 7:40:00;01.09.2017 8:35:00;DME;KZN;Scheduled;321;;
367;PG0273;10.09.2017 6:50:00;10.09.2017 8:50:00;DME;CEK;Scheduled;SU9;;
368;PG0273;25.08.2017 6:50:00;25.08.2017 8:50:00;DME;CEK;Scheduled;SU9;;
369;PG0273;31.08.2017 6:50:00;31.08.2017 8:50:00;DME;CEK;Scheduled;SU9;;
370;PG0273;16.07.2017 6:50:00;16.07.2017 8:50:00;DME;CEK;Arrived;SU9;16.07.2017 6:53:00;16.07.2017 8:54:00
371;PG0273;12.08.2017 6:50:00;12.08.2017 8:50:00;DME;CEK;Arrived;SU9;12.08.2017 6:52:00;12.08.2017 8:51:00
437;PG0216;22.08.2017 11:10:00;22.08.2017 12:15:00;DME;KUF;Scheduled;763;;
372;PG0273;13.08.2017 6:50:00;13.08.2017 8:50:00;DME;CEK;Arrived;SU9;13.08.2017 6:52:00;13.08.2017 8:53:00
373;PG0273;01.09.2017 6:50:00;01.09.2017 8:50:00;DME;CEK;Scheduled;SU9;;
374;PG0273;11.08.2017 6:50:00;11.08.2017 8:50:00;DME;CEK;Arrived;SU9;11.08.2017 6:51:00;11.08.2017 8:50:00
375;PG0273;14.08.2017 6:50:00;14.08.2017 8:50:00;DME;CEK;Arrived;SU9;14.08.2017 6:52:00;14.08.2017 8:53:00
376;PG0273;17.07.2017 6:50:00;17.07.2017 8:50:00;DME;CEK;Arrived;SU9;17.07.2017 6:53:00;17.07.2017 8:52:00
377;PG0273;10.08.2017 6:50:00;10.08.2017 8:50:00;DME;CEK;Arrived;SU9;10.08.2017 6:54:00;10.08.2017 8:53:00
378;PG0273;24.08.2017 6:50:00;24.08.2017 8:50:00;DME;CEK;Scheduled;SU9;;
379;PG0273;14.09.2017 6:50:00;14.09.2017 8:50:00;DME;CEK;Scheduled;SU9;;
380;PG0273;02.09.2017 6:50:00;02.09.2017 8:50:00;DME;CEK;Scheduled;SU9;;
381;PG0273;09.08.2017 6:50:00;09.08.2017 8:50:00;DME;CEK;Arrived;SU9;09.08.2017 6:52:00;09.08.2017 8:50:00
382;PG0273;18.07.2017 6:50:00;18.07.2017 8:50:00;DME;CEK;Arrived;SU9;18.07.2017 6:52:00;18.07.2017 8:50:00
383;PG0273;15.08.2017 6:50:00;15.08.2017 8:50:00;DME;CEK;Arrived;SU9;15.08.2017 6:52:00;15.08.2017 8:51:00
384;PG0273;30.08.2017 6:50:00;30.08.2017 8:50:00;DME;CEK;Scheduled;SU9;;
385;PG0273;08.08.2017 6:50:00;08.08.2017 8:50:00;DME;CEK;Arrived;SU9;08.08.2017 10:09:00;08.08.2017 12:09:00
386;PG0273;03.09.2017 6:50:00;03.09.2017 8:50:00;DME;CEK;Scheduled;SU9;;
387;PG0273;19.07.2017 6:50:00;19.07.2017 8:50:00;DME;CEK;Arrived;SU9;19.07.2017 6:53:00;19.07.2017 8:52:00
388;PG0273;07.08.2017 6:50:00;07.08.2017 8:50:00;DME;CEK;Arrived;SU9;07.08.2017 6:53:00;07.08.2017 8:54:00
389;PG0273;13.09.2017 6:50:00;13.09.2017 8:50:00;DME;CEK;Scheduled;SU9;;
390;PG0273;16.08.2017 6:50:00;16.08.2017 8:50:00;DME;CEK;Delayed;SU9;;
391;PG0273;06.08.2017 6:50:00;06.08.2017 8:50:00;DME;CEK;Arrived;SU9;06.08.2017 6:55:00;06.08.2017 8:54:00
392;PG0273;20.07.2017 6:50:00;20.07.2017 8:50:00;DME;CEK;Arrived;SU9;20.07.2017 10:18:00;20.07.2017 12:17:00
393;PG0273;23.08.2017 6:50:00;23.08.2017 8:50:00;DME;CEK;Scheduled;SU9;;
394;PG0273;04.09.2017 6:50:00;04.09.2017 8:50:00;DME;CEK;Scheduled;SU9;;
395;PG0273;26.08.2017 6:50:00;26.08.2017 8:50:00;DME;CEK;Scheduled;SU9;;
396;PG0273;05.08.2017 6:50:00;05.08.2017 8:50:00;DME;CEK;Arrived;SU9;05.08.2017 6:54:00;05.08.2017 8:55:00
397;PG0273;04.08.2017 6:50:00;04.08.2017 8:50:00;DME;CEK;Arrived;SU9;04.08.2017 6:51:00;04.08.2017 8:50:00
398;PG0273;12.09.2017 6:50:00;12.09.2017 8:50:00;DME;CEK;Scheduled;SU9;;
399;PG0273;21.07.2017 6:50:00;21.07.2017 8:50:00;DME;CEK;Arrived;SU9;21.07.2017 6:53:00;21.07.2017 8:53:00
400;PG0273;17.08.2017 6:50:00;17.08.2017 8:50:00;DME;CEK;Scheduled;SU9;;
401;PG0273;29.08.2017 6:50:00;29.08.2017 8:50:00;DME;CEK;Scheduled;SU9;;
402;PG0273;05.09.2017 6:50:00;05.09.2017 8:50:00;DME;CEK;Scheduled;SU9;;
403;PG0273;03.08.2017 6:50:00;03.08.2017 8:50:00;DME;CEK;Arrived;SU9;03.08.2017 6:51:00;03.08.2017 8:50:00
404;PG0273;22.07.2017 6:50:00;22.07.2017 8:50:00;DME;CEK;Arrived;SU9;22.07.2017 6:55:00;22.07.2017 8:54:00
405;PG0273;02.08.2017 6:50:00;02.08.2017 8:50:00;DME;CEK;Arrived;SU9;02.08.2017 6:58:00;02.08.2017 9:00:00
406;PG0273;06.09.2017 6:50:00;06.09.2017 8:50:00;DME;CEK;Scheduled;SU9;;
407;PG0273;18.08.2017 6:50:00;18.08.2017 8:50:00;DME;CEK;Scheduled;SU9;;
408;PG0273;22.08.2017 6:50:00;22.08.2017 8:50:00;DME;CEK;Scheduled;SU9;;
409;PG0273;01.08.2017 6:50:00;01.08.2017 8:50:00;DME;CEK;Arrived;SU9;01.08.2017 6:53:00;01.08.2017 8:52:00
410;PG0273;11.09.2017 6:50:00;11.09.2017 8:50:00;DME;CEK;Scheduled;SU9;;
411;PG0273;23.07.2017 6:50:00;23.07.2017 8:50:00;DME;CEK;Arrived;SU9;23.07.2017 6:53:00;23.07.2017 8:53:00
412;PG0273;31.07.2017 6:50:00;31.07.2017 8:50:00;DME;CEK;Arrived;SU9;31.07.2017 6:54:00;31.07.2017 8:56:00
413;PG0273;07.09.2017 6:50:00;07.09.2017 8:50:00;DME;CEK;Scheduled;SU9;;
414;PG0273;30.07.2017 6:50:00;30.07.2017 8:50:00;DME;CEK;Arrived;SU9;30.07.2017 6:52:00;30.07.2017 8:53:00
415;PG0273;19.08.2017 6:50:00;19.08.2017 8:50:00;DME;CEK;Scheduled;SU9;;
416;PG0273;24.07.2017 6:50:00;24.07.2017 8:50:00;DME;CEK;Arrived;SU9;24.07.2017 9:03:00;24.07.2017 11:03:00
417;PG0273;28.08.2017 6:50:00;28.08.2017 8:50:00;DME;CEK;Scheduled;SU9;;
418;PG0273;29.07.2017 6:50:00;29.07.2017 8:50:00;DME;CEK;Arrived;SU9;29.07.2017 6:54:00;29.07.2017 8:54:00
419;PG0273;08.09.2017 6:50:00;08.09.2017 8:50:00;DME;CEK;Scheduled;SU9;;
420;PG0273;27.08.2017 6:50:00;27.08.2017 8:50:00;DME;CEK;Scheduled;SU9;;
421;PG0273;21.08.2017 6:50:00;21.08.2017 8:50:00;DME;CEK;Scheduled;SU9;;
422;PG0273;28.07.2017 6:50:00;28.07.2017 8:50:00;DME;CEK;Arrived;SU9;28.07.2017 6:50:00;28.07.2017 8:51:00
423;PG0273;25.07.2017 6:50:00;25.07.2017 8:50:00;DME;CEK;Arrived;SU9;25.07.2017 6:52:00;25.07.2017 8:52:00
424;PG0273;20.08.2017 6:50:00;20.08.2017 8:50:00;DME;CEK;Scheduled;SU9;;
425;PG0273;27.07.2017 6:50:00;27.07.2017 8:50:00;DME;CEK;Arrived;SU9;27.07.2017 6:51:00;27.07.2017 8:51:00
426;PG0273;09.09.2017 6:50:00;09.09.2017 8:50:00;DME;CEK;Scheduled;SU9;;
427;PG0273;26.07.2017 6:50:00;26.07.2017 8:50:00;DME;CEK;Arrived;SU9;26.07.2017 6:52:00;26.07.2017 8:52:00
428;PG0216;11.09.2017 11:10:00;11.09.2017 12:15:00;DME;KUF;Scheduled;763;;
429;PG0216;09.08.2017 11:10:00;09.08.2017 12:15:00;DME;KUF;Arrived;763;09.08.2017 11:16:00;09.08.2017 12:21:00
